name,citation,directory_id,act_id,repealed,url
Water Sustainability Act,"SBC 2014, c 15",1401584569,14015,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14015
Water Users' Communities Act,"RSBC 1996, c 483",547132437,96483_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96483_01
Water Utility Act,"RSBC 1996, c 485",96485,96485_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96485_01
Weather Modification Act,"RSBC 1996, c 486",96486rep,96486rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96486rep_01
Weed Control Act,"RSBC 1996, c 487",96487,96487_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96487_01
Wildfire Act,"SBC 2004, c 31",04031,04031_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04031_01
Wildlife Act,"RSBC 1996, c 488",96488,96488_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96488_01
Wills Act,"RSBC 1996, c 489",96489,96489_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96489_01
"Wills, Estates and Succession Act","SBC 2009, c 13",09013ph,09013_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/09013_01
Wills Variation Act,"RSBC 1996, c 490",96490,96490_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96490_01
Witness Security Act,"SBC 2019, c 21",1478667491,19021,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19021
Wood First Act,"SBC 2009, c 18",09018,09018_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/09018_01
Woodworker Lien Act,"RSBC 1996, c 491",96491,96491_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96491_01
Workers Compensation Act,"RSBC 1996, c 492",96492,96492_00,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96492_00
Workers Compensation Act,"RSBC 2019, c 1",1241438022,19001_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19001_00_multi
"Workers Compensation Amendment Act (No. 2), 2002","SBC 2002, c 66",165371604,,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/None
Workplace Act,"RSBC 1996, c 493",96493rep,96493rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96493rep_01
Yale First Nation Final Agreement Act,"SBC 2011, c 11",619258940,11011_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11011_01
Young Offenders (British Columbia) Act,"RSBC 1996, c 494",96494rep,96494rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96494rep_01
Youth Justice Act,"SBC 2003, c 85",03085,03085_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03085_01
Zero-Emission Vehicles Act,"SBC 2019, c 29",904186779,19029,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/19029
Zero Net Deforestation Act,"SBC 2010, c 10",1021913002,10010,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/10010
