name,citation,directory_id,act_id,repealed,url
Legal Profession Act,"RSBC 1996, c 255",1588830139,96255,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96255
Legal Profession Act,"SBC 1998, c 9",98009,98009_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98009_01
Legal Services Society Act,"RSBC 1996, c 256",96256rep,96256rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96256rep_01
Legal Services Society Act,"SBC 2002, c 30",02030,02030_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02030_01
Legislative Assembly Allowances and Pension Act,"RSBC 1996, c 257",96257tc,96257tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96257tc_01
Legislative Assembly Management Committee Act,"RSBC 1996, c 258",96258,96258_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96258_01
Legislative Assembly Privilege Act,"RSBC 1996, c 259",96259,96259_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96259_01
Legislative Library Act,"RSBC 1996, c 260",96260,96260_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96260_01
Legislative Procedure Review Act,"RSBC 1996, c 261",96261,96261_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96261_01
Libby Dam Reservoir Act,"RSBC 1996, c 262",96262,96262_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96262_01
Libel and Slander Act,"RSBC 1996, c 263",96263,96263_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96263_01
Library Act,"RSBC 1996, c 264",96264,96264_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96264_01
Library Foundation of British Columbia Act,"RSBC 1996, c 265",96265rep,96265rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96265rep_01
Limitation Act,"RSBC 1996, c 266",96266,96266_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96266_01
Limitation Act,"SBC 2012, c 13",2103529917,12013_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12013_01
Liquefied Natural Gas Income Tax Act,"SBC 2014, c 34",14034,14034a,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14034a
Liquefied Natural Gas Project Agreements Act,"SBC 2015, c 29",15029act,15029,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15029
Liquor Control and Licensing Act,"RSBC 1996, c 267",96267,96267_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96267_01
Liquor Control and Licensing Act,"SBC 2015, c 19",1143088815,15019,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/15019
Liquor Distribution Act,"RSBC 1996, c 268",96268,96268_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96268_01
Litter Act,"RSBC 1996, c 269",96269rep,96269rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96269rep_01
Livestock Act,"RSBC 1996, c 270",96270,96270_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96270_01
Livestock Brand Act,"RSBC 1996, c 271",96271tc,96271tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96271tc_01
Livestock Identification Act,"RSBC 1996, c 271",96271,96271_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96271_01
Livestock Lien Act,"RSBC 1996, c 272",96272,96272_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96272_01
Livestock Protection Act,"RSBC 1996, c 273",96273rep,96273rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96273rep_01
Livestock Public Sale Act,"RSBC 1996, c 274",96274rep,96274rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96274rep_01
Lobbyists Registration Act,"SBC 2001, c 42",163488021,01042a_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01042a_01
Lobbyists Transparency Act,"SBC 2001, c 42",01042,01042_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01042_01
Local Elections Campaign Financing Act,"SBC 2014, c 18",140186545,14018,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14018
"Local Elections Statutes Amendment Act, 2014","SBC 2014, c 19",1401901,14019,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14019
Local Government Act,"RSBC 1996, c 323",96323_00d,96323b_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96323b_01
Local Government Act,"RSBC 2015, c 1",15001_00d,r15001_15_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r15001_15_multi
Maa-nulth First Nations Final Agreement Act,"SBC 2007, c 43",07043,07043_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07043_00_multi
Manufactured Home Act,"RSBC 1996, c 280",96280rep,96280rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96280rep_01
Manufactured Home Act,"SBC 2003, c 75",03075,03075_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03075_01
Manufactured Home Park Tenancy Act,"SBC 2002, c 77",02077,02077_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02077_01
Manufactured Home Tax Act,"RSBC 1996, c 281",96281,96281_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96281_01
Marriage Act,"RSBC 1996, c 282",96282,96282_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96282_01
McLeod Lake Indian Band Treaty No. 8 Adhesion and Settlement Agreement Act,"SBC 2000, c 8",00008,00008_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00008_01
Meat Inspection Act,"RSBC 1996, c 283",96283rep,96283rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96283rep_01
Medical and Health Care Services Special Account Act,"RSBC 1996, c 284",96284rep,96284rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96284rep_01
Medical Practitioners Act,"RSBC 1996, c 285",96285,96285_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96285_01
Medical Research (BC Cancer Agency) and Health Status Registry Act,"RSBC 2018, c 1",1915149325,18001,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18001
Medicare Protection Act,"RSBC 1996, c 286",96286,96286_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96286_01
Members' Conflict of Interest Act,"RSBC 1996, c 287",96287,96287_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96287_01
Members' Remuneration and Pensions Act,"RSBC 1996, c 257",96257,96257_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96257_01
Mental Health Act,"RSBC 1996, c 288",96288,96288_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96288_01
Metal Dealers and Recyclers Act,"SBC 2011, c 22",1971848528,11022_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11022_01
Milk Industry Act,"RSBC 1996, c 289",96289,96289_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96289_01
Mineral Land Tax Act,"RSBC 1996, c 290",96290,96290_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96290_01
Mineral Tax Act,"RSBC 1996, c 291",96291,96291_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96291_01
Mineral Tenure Act,"RSBC 1996, c 292",96292,96292_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96292_01
Mines Act,"RSBC 1996, c 293",96293,96293_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96293_01
Mining Right of Way Act,"RSBC 1996, c 294",96294,96294_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96294_01
Mining Tax Act,"RSBC 1996, c 295",96295rep,96295rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96295rep_01
Ministry of Agriculture and Food Act,"RSBC 1996, c 296",96296,96296_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96296_01
Ministry of Consumer and Corporate Affairs Act,"RSBC 1996, c 297",96297,96297_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96297_01
Ministry of Energy and Mines Act,"RSBC 1996, c 298",96298,96298_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96298_01
"Ministry of Energy, Mines and Petroleum Resources Act","RSBC 1996, c 298",96298tc,96298tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96298tc_01
Ministry of Environment Act,"RSBC 1996, c 299",96299,96299_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96299_01
Ministry of Forests Act,"RSBC 1996, c 300",96300tc,96300tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96300tc_01
Ministry of Forests and Range Act,"RSBC 1996, c 300",96300,96300_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96300_01
Ministry of Health Act,"RSBC 1996, c 301",96301,96301_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96301_01
Ministry of Industry and Small Business Development Act,"RSBC 1996, c 302",96302rep,96302rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96302rep_01
Ministry of Intergovernmental Relations Act,"RSBC 1996, c 303",96303,96303_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96303_01
Ministry of International Business and Immigration Act,"RSBC 1996, c 304",96304,96304_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96304_01
"Ministry of International Trade, Science and Investment Act","RSBC 1996, c 305",96305rep,96305rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96305rep_01
Ministry of Labour Act,"RSBC 1996, c 306",96306,96306_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96306_01
"Ministry of Lands, Parks and Housing Act","RSBC 1996, c 307",96307,96307_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96307_01
Ministry of Municipal Affairs Act,"RSBC 1996, c 308",96308,96308_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96308_01
Ministry of Provincial Secretary and Government Services Act,"RSBC 1996, c 309",96309,96309_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96309_01
Ministry of Social Services and Housing Act,"RSBC 1996, c 310",96310rep,96310rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96310rep_01
Ministry of Transportation and Highways Act,"RSBC 1996, c 311",96311tc,96311tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96311tc_01
"Miscellaneous Registrations Act, 1992","RSBC 1996, c 312",96312,96312_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96312_01
Missing Persons Act,"SBC 2014, c 2",14002,14002_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14002_01
Mortgage Brokers Act,"RSBC 1996, c 313",96313,96313_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96313_01
Mortgage Services Act,"SBC 2022, c 27",363144253,22027,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/22027
Motion Picture Act,"RSBC 1996, c 314",96314,96314_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96314_01
Motor Carrier Act,"RSBC 1996, c 315",96315rep,96315rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96315rep_01
Motor Dealer Act,"RSBC 1996, c 316",96316,96316_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96316_01
Motor Fuel Tax Act,"RSBC 1996, c 317",96317,96317_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96317_01
Motor Vehicle Act,"RSBC 1996, c 318",96318,96318_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96318_00_multi
Motor Vehicle (All Terrain) Act,"RSBC 1996, c 319",96319,96319_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96319_01
Mountain Resort Associations Act,"RSBC 1996, c 320",96320tc,96320tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96320tc_01
Multiculturalism Act,"RSBC 1996, c 321",96321,96321_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96321_01
Multilevel Marketing Regulation Act,"RSBC 1996, c 322",96322rep,96322rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96322rep_01
Municipal Act,"RSBC 1996, c 323",96323tc,96323tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96323tc_01
Municipal Aid Act,"RSBC 1996, c 324",96324,96324_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96324_01
Municipal Finance Authority Act,"RSBC 1996, c 325",96325,96325_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96325_01
Municipal Replotting Act,"RSBC 1996, c 323",96323c,96323c_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96323c_01
Municipal Replotting Act,"RSBC 2016, c1",1339301193,r16001,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/r16001
Municipalities Enabling and Validating Act,"RSBC 1960, c 261",1470141523,60261,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/60261
Municipalities Enabling and Validating Act (No. 2),"SBC 1990, c 61",90061,90061_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/90061_01
Municipalities Enabling and Validating Act (No. 3),"SBC 2001, c 44",01044,01044_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/01044_01
Municipalities Enabling and Validating Act (No. 4),"SBC 2011, c 14",11014,11014_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11014_01
Municipalities Enabling and Validating Act (No. 5),"SBC 2023, c 3",1324436375,23003,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/23003
Museum Act,"RSBC 1996, c 326",96326rep,96326rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96326rep_01
Museum Act,"SBC 2003, c 12",03012,03012_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03012_01
Music Teachers (Registered) Act,"RSBC 1996, c 327",96327,96327_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96327_01
Muskwa-Kechika Management Area Act,"SBC 1998, c 38",98038,98038_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98038_01
"Musqueam Reconciliation, Settlement and Benefits Agreement Implementation Act","SBC 2008, c 6",08006,08006_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08006_01
Mutual Fire Insurance Companies Act,"RSBC 1960, c 262",60262,60262_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/60262_01
Name Act,"RSBC 1996, c 328",96328,96328_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96328_01
National Day for Truth and Reconciliation Act,"SBC 2023, c 4",244694861,23004,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/23004
Natural Gas Price Act,"RSBC 1996, c 329",96329,96329_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96329_01
Natural Products Marketing (BC) Act,"RSBC 1996, c 330",96330,96330_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96330_01
Natural Resource Community Fund Act,"RSBC 1996, c 331",96331rep,96331rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96331rep_01
Natural Resource Compliance Act,"SBC 2011, c 21",11021,11021_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11021_01
Naturopaths Act,"RSBC 1996, c 332",96332rep,96332rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96332rep_01
Negligence Act,"RSBC 1996, c 333",96333,96333_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96333_01
New Housing Transition Tax and Rebate Act,"SBC 2012, c 31",1713932222,12031_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12031_01
New Relationship Trust Act,"SBC 2006, c 6",06006,06006_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/06006_01
New West Partnership Trade Agreement Implementation Act,"SBC 2011, c 3",11003,11003_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/11003_01
Nisga'a Final Agreement Act,"SBC 1999, c 2",99002,99002_00_multi,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99002_00_multi
North Island-Coast Development Initiative Trust Act,"SBC 2005, c 36",05036,05036_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/05036_01
Northern Development Act,"SBC 1998, c 17",98017rep,98017rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98017rep_01
Northern Development Initiative Trust Act,"SBC 2004, c 69",04069,04069_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04069_01
Notaries Act,"RSBC 1996, c 334",96334,96334_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96334_01
Nurses (Registered) Act,"RSBC 1996, c 335",96335rep,96335rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96335rep_01
Nurses (Registered Psychiatric) Act,"RSBC 1996, c 336",96336rep,96336rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96336rep_01
Occupiers Liability Act,"RSBC 1996, c 337",96337,96337_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96337_01
Offence Act,"RSBC 1996, c 338",96338,96338_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96338_01
Office for Children and Youth Act,"SBC 2002, c 50",02050rep,02050rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02050rep_01
Off-Road Vehicle Act,"SBC 2014, c 5",14005a,14005,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14005
Oil and Gas Activities Act,"SBC 2008, c 36",08036,08036_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08036_01
Oil and Gas Commission Act,"SBC 1998, c 39",98039,98039_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/98039_01
Okanagan Valley Tree Fruit Authority Act,"RSBC 1996, c 339",96339rep,96339rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96339rep_01
Ombudsman Act,"RSBC 1996, c 340",96340tc,96340tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96340tc_01
Ombudsperson Act,"RSBC 1996, c 340",96340,96340_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96340_01
Open Learning Agency Act,"RSBC 1996, c 341",96341rep,96341rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96341rep_01
Opioid Damages and Health Care Costs Recovery Act,"SBC 2018, c 35",1866418823,18035,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18035
Optometrists Act,"RSBC 1996, c 342",96342rep,96342rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96342rep_01
"Provincial Sales Tax Transitional Provisions and Amendments Act, 2013","SBC 2013, c 1",1363431391,13001,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/13001
Provincial Symbols and Honours Act,"RSBC 1996, c 380",96380,96380_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96380_01
Psychologists Act,"RSBC 1996, c 381",96381rep,96381rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96381rep_01
Public Agency Accommodation Act,"SBC 2006, c 7",06007,06007_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/06007_01
Public Education Flexibility and Choice Act,"SBC 2002, c 3",02003,02003_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/02003_01
Public Education Labour Relations Act,"RSBC 1996, c 382",96382,96382_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96382_01
Public Guardian and Trustee Act,"RSBC 1996, c 383",96383,96383_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96383_01
Public Health Act,"SBC 2008, c 28",08028,08028_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08028_01
Public Inquiry Act,"SBC 2007, c 9",07009,07009_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/07009_01
Public Interest Disclosure Act,"SBC 2018, c 22",548109483,18022,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18022
Public Sector Employers Act,"RSBC 1996, c 384",96384,96384_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96384_01
Public Sector Pension Plans Act,"SBC 1999, c 44",99044,99044_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/99044_01
Public Service Act,"RSBC 1996, c 385",96385,96385_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96385_01
Public Service Benefit Plan Act,"RSBC 1996, c 386",96386,96386_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96386_01
Public Service Bonding Act,"RSBC 1996, c 387",96387rep,96387rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96387rep_01
Public Service Labour Relations Act,"RSBC 1996, c 388",96388,96388_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96388_01
Public Toilet Act,"RSBC 1996, c 389",96389rep,96389rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96389rep_01
Public Trustee Act,"RSBC 1996, c 390",96390rep,96390rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96390rep_01
Public Works Agreement Act,"RSBC 1996, c 391",96391,96391_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96391_01
Purchasing Commission Act,"RSBC 1996, c 392",96392rep,96392rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96392rep_01
Patient Care Quality Review Board Act,"SBC 2008, c 35",08035,08035_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/08035_01
Patients Property Act,"RSBC 1996, c 349",96349,96349_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96349_01
Pawnbrokers Act,"RSBC 1996, c 350",96350rep,96350rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96350rep_01
Pension Agreement Act,"RSBC 1996, c 351",96351,96351_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96351_01
Pension Benefits Standards Act,"RSBC 1996, c 352",96352,96352_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96352_01
Pension Benefits Standards Act,"SBC 2012, c 30",438947280,00_12030,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/00_12030
Pension (College) Act,"RSBC 1996, c 353",96353rep,96353rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96353rep_01
Pension Fund Societies Act,"RSBC 1996, c 354",96354,96354_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96354_01
Pension (Municipal) Act,"RSBC 1996, c 355",96355rep,96355rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96355rep_01
Pension (Public Service) Act,"RSBC 1996, c 356",96356rep,96356rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96356rep_01
Pension (Teachers) Act,"RSBC 1996, c 357",96357rep,96357rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96357rep_01
Perpetuity Act,"RSBC 1996, c 358",96358,96358_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96358_01
Personal Information Protection Act,"SBC 2003, c 63",03063,03063_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03063_01
Personal Property Security Act,"RSBC 1996, c 359",96359,96359_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96359_01
Pesticide Control Act,"RSBC 1996, c 360",96360rep,96360rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96360rep_01
Petroleum and Natural Gas Act,"RSBC 1996, c 361",96361,96361_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96361_01
Petroleum and Natural Gas (Vancouver Island Railway Lands) Act,"RSBC 1996, c 362",96362,96362_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96362_01
Pharmaceutical Services Act,"SBC 2012, c 22",370494221,12022_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/12022_01
"Pharmacists, Pharmacy Operations and Drug Scheduling Act","RSBC 1996, c 363",96363tc,96363tc_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96363tc_01
Pharmacy Operations and Drug Scheduling Act,"SBC 2003, c 77",03077,03077_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/03077_01
Pill Press and Related Equipment Control Act,"SBC 2018, c 24",1032841765,18024,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18024
Pipeline Act,"RSBC 1996, c 364",96364,96364_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96364_01
Plant Protection Act,"RSBC 1996, c 365",96365,96365_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96365_01
Podiatrists Act,"RSBC 1996, c 366",96366,96366_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96366_01
Police Act,"RSBC 1996, c 367",96367,96367_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96367_01
Pooled Registered Pension Plans Act,"SBC 2014, c 17",14017,14017_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/14017_01
Ports Property Tax Act,"SBC 2004, c 7",04007,04007_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/04007_01
Poverty Reduction Strategy Act,"SBC 2018, c 40",1754396278,18040,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/18040
Power Engineers and Boiler and Pressure Vessel Safety Act,"RSBC 1996, c 368",96368rep,96368rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96368rep_01
Power for Jobs Development Act,"SBC 1997, c 51",97051,97051_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/97051_01
Power of Appointment Act,"RSBC 1996, c 369",96369,96369_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96369_01
Power of Attorney Act,"RSBC 1996, c 370",96370,96370_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96370_01
Premier's Advisory Council for Persons with Disabilities Act,"RSBC 1996, c 371",96371rep,96371rep_01,True,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96371rep_01
Presumption of Death Act,"RSBC 1996, c 444",96444000,96444_01,False,http://www.bclaws.gov.bc.ca/civix/document/id/complete/statreg/96444_01
